2019-07-03T07:40:07Z	50.70310 -1.50194	[-0.268216, 0.0, -9.34925]
2019-07-03T07:40:08Z	50.70310 -1.50194	[-0.172425, -0.0191583, -9.4642]
2019-07-03T07:40:09Z	50.70310 -1.50194	[-0.172425, 0.0383166, -9.40672]
2019-07-03T07:40:10Z	50.70310 -1.50194	[-0.229899, 0.0191583, -9.4642]
2019-07-03T07:40:11Z	50.70310 -1.50194	[-0.229899, 0.0383166, -9.40672]
2019-07-03T07:40:12Z	50.70310 -1.50194	[-0.191583, 0.0, -9.34925]
2019-07-03T07:40:13Z	50.70310 -1.50194	[-0.229899, 0.0191583, -9.38756]
2019-07-03T07:40:14Z	50.70310 -1.50194	[-0.191583, 0.0, -9.38756]
2019-07-03T07:40:15Z	50.70310 -1.50194	[-0.268216, -0.0574749, -9.34925]
2019-07-03T07:40:16Z	50.70310 -1.50194	[-0.172425, 0.0, -9.40672]
2019-07-03T07:40:17Z	50.70310 -1.50194	[-0.210741, 0.0191583, -9.42588]
2019-07-03T07:40:18Z	50.70310 -1.50194	[-0.229899, 0.0191583, -9.38756]
2019-07-03T07:40:19Z	50.70310 -1.50194	[-0.191583, 0.0, -9.38756]
2019-07-03T07:40:20Z	50.70310 -1.50194	[-0.191583, 0.0, -9.50251]
2019-07-03T07:40:21Z	50.70310 -1.50194	[-0.134108, 0.0, -9.38756]
2019-07-03T07:40:22Z	50.70310 -1.50194	[-0.172425, 0.0, -9.3684]
2019-07-03T07:40:23Z	50.70310 -1.50194	[-0.306533, -0.0191583, -9.42588]
2019-07-03T07:40:24Z	50.70310 -1.50194	[-0.249058, 0.0191583, -9.29177]
2019-07-03T07:40:25Z	50.70310 -1.50194	[-0.172425, 0.0, -9.38756]
2019-07-03T07:40:26Z	50.70310 -1.50194	[-0.229899, 0.0, -9.42588]
2019-07-03T07:40:27Z	50.70310 -1.50194	[-0.172425, -0.0191583, -9.42588]
2019-07-03T07:40:28Z	50.70310 -1.50194	[-0.191583, 0.0, -9.34925]
2019-07-03T07:40:29Z	50.70310 -1.50194	[-0.11495, 0.0574749, -9.31093]
2019-07-03T07:40:30Z	50.70310 -1.50194	[-0.153266, 0.0, -9.38756]
2019-07-03T07:40:31Z	50.70310 -1.50194	[-0.210741, -0.0191583, -9.40672]
2019-07-03T07:40:32Z	50.70310 -1.50194	[-0.172425, 0.0, -9.42588]
2019-07-03T07:40:33Z	50.70310 -1.50194	[-0.287374, 0.0574749, -9.40672]
2019-07-03T07:40:34Z	50.70310 -1.50194	[-0.172425, -0.0191583, -9.3684]
2019-07-03T07:40:35Z	50.70310 -1.50194	[-0.153266, 0.0, -9.40672]
2019-07-03T07:40:36Z	50.70310 -1.50194	[-0.229899, 0.0, -9.40672]
2019-07-03T07:40:37Z	50.70310 -1.50194	[-0.153266, 0.0, -9.40672]
2019-07-03T07:40:38Z	50.70310 -1.50194	[-0.172425, 0.0, -9.42588]
2019-07-03T07:40:39Z	50.70310 -1.50194	[-0.11495, 0.0, -9.34925]
2019-07-03T07:40:40Z	50.70310 -1.50194	[-0.153266, -0.0766332, -9.38756]
2019-07-03T07:40:41Z	50.70311 -1.50194	[-0.134108, -0.0191583, -9.42588]
2019-07-03T07:40:42Z	50.70311 -1.50194	[-0.191583, -0.0191583, -9.50251]
2019-07-03T07:40:43Z	50.70311 -1.50194	[-0.134108, 0.0766332, -9.42588]
2019-07-03T07:40:44Z	50.70311 -1.50194	[-0.172425, 0.0574749, -9.4642]
2019-07-03T07:40:45Z	50.70311 -1.50194	[-0.210741, -0.0191583, -9.3684]
2019-07-03T07:40:46Z	50.70311 -1.50194	[-0.153266, -0.0191583, -9.38756]
2019-07-03T07:40:47Z	50.70311 -1.50194	[-0.191583, 0.0191583, -9.40672]
2019-07-03T07:40:48Z	50.70311 -1.50194	[-0.210741, 0.0, -9.33009]
2019-07-03T07:40:49Z	50.70311 -1.50194	[-0.172425, 0.0191583, -9.40672]
2019-07-03T07:40:50Z	50.70311 -1.50193	[-0.11495, 0.0, -9.40672]
2019-07-03T07:40:51Z	50.70311 -1.50193	[-0.344849, -0.0191583, -9.33009]
2019-07-03T07:40:52Z	50.70311 -1.50193	[-0.172425, -0.0383166, -9.40672]
2019-07-03T07:40:53Z	50.70311 -1.50193	[-0.268216, 0.0, -9.31093]
2019-07-03T07:40:54Z	50.70311 -1.50193	[-0.229899, -0.0383166, -9.34925]
2019-07-03T07:40:55Z	50.70311 -1.50193	[-0.191583, -0.0191583, -9.38756]
2019-07-03T07:40:56Z	50.70311 -1.50193	[-0.229899, 0.0, -9.42588]
2019-07-03T07:40:57Z	50.70311 -1.50193	[-0.229899, -0.153266, -9.38756]
2019-07-03T07:40:58Z	50.70311 -1.50193	[-0.229899, -0.191583, -9.38756]
2019-07-03T07:40:59Z	50.70311 -1.50193	[-0.287374, 0.0383166, -9.40672]
2019-07-03T07:41:00Z	50.70311 -1.50193	[-0.287374, -0.0766332, -9.33009]
2019-07-03T07:41:01Z	50.70311 -1.50193	[-0.287374, -0.0957915, -9.38756]
2019-07-03T07:41:02Z	50.70310 -1.50193	[-0.229899, -0.11495, -9.40672]
2019-07-03T07:41:03Z	50.70310 -1.50193	[-0.191583, -0.0957915, -9.3684]
2019-07-03T07:41:04Z	50.70310 -1.50193	[-0.229899, -0.0383166, -9.38756]
2019-07-03T07:41:05Z	50.70310 -1.50193	[-0.229899, -0.0191583, -9.42588]
