$GPRMC,113435.000,A,5038.5573,N,00123.8244,W,0.01,327.90,120120,,,A*73
$PAXYZ,31149,15863,7324
$PMXYZ,-5159,15709,18644
$PGXYZ,-26214,16145,13107
$PAXYZ,1641,15861,15046
$PMXYZ,-26256,15699,18644
$PGXYZ,10486,15932,-18350
$PAXYZ,-15153,15799,31002
$PMXYZ,2223,15742,314
$PGXYZ,5243,15950,10486
$PAXYZ,-15482,15878,-910
$PMXYZ,21874,15705,20489
$PGXYZ,31457,16100,-5243
$PAXYZ,8163,15856,-20983
$PMXYZ,-26655,15738,-15246
$PGXYZ,5243,15950,-23593
$GPRMC,113436.000,A,5038.5573,N,00123.8244,W,0.00,193.19,120120,,,A*7D
$PAXYZ,-30235,15877,802
$PMXYZ,29989,15746,18644
$PGXYZ,2622,15831,-13107
$PAXYZ,2696,15902,3207
$PMXYZ,2223,15742,-18014
$PGXYZ,7864,16069,18350
$PAXYZ,1641,15861,-30417
$PMXYZ,776,15695,-20783
$PGXYZ,-2621,15976,7864
$PAXYZ,20547,15876,27397
$PMXYZ,23719,15713,-32652
$PGXYZ,26214,15878,23593
$GPRMC,113437.000,A,5038.5573,N,00123.8244,W,0.01,188.98,120120,,,A*7E
$PAXYZ,-21346,15853,-27503
$PMXYZ,378,15734,-24872
$PGXYZ,-18350,16046,-5243
$PAXYZ,5793,15875,28597
$PMXYZ,-8850,15693,-15246
$PGXYZ,-18350,16046,2622
$PAXYZ,4738,15834,-28705
$PMXYZ,-17218,15744,2160
$PGXYZ,28836,16109,-13107
$PAXYZ,-15482,15878,-11547
$PMXYZ,-22565,15715,-6543
$PGXYZ,10486,16060,-18350
$PAXYZ,-21346,15853,12642
$PMXYZ,4467,15711,-15246
$PGXYZ,-7864,15866,-31457
$GPRMC,113438.000,A,5038.5573,N,00123.8244,W,0.00,0.00,120120,,,A*70
$PAXYZ,-23714,15872,2004
$PMXYZ,-20720,15723,4006
$PGXYZ,26214,16118,31457
$PAXYZ,-11401,15870,-20983
$PMXYZ,19629,15736,25502
$PGXYZ,13107,15923,23593
$PAXYZ,11258,15829,9729
$PMXYZ,-7402,15740,-15246
$PGXYZ,-7864,15994,28836
$PAXYZ,21204,15846,-31620
$PMXYZ,14093,15712,19567
$PGXYZ,23593,15759,-13107
$GPRMC,113439.000,A,5038.5573,N,00123.8244,W,0.00,0.00,120120,,,A*71
$PAXYZ,-1783,15838,-11547
$PMXYZ,-3314,15717,11786
$PGXYZ,7864,15941,13107
$PAXYZ,-728,15879,-11547
$PMXYZ,20363,15745,-25795
$PGXYZ,5243,16078,-23593
$PAXYZ,5793,15875,7324
$PMXYZ,-22565,15715,18644
$PGXYZ,20972,15896,13107
$PAXYZ,-5208,15816,31002
$PMXYZ,6313,15719,12709
$PGXYZ,-26214,16073,-5243
$PAXYZ,14682,15851,13843
$PMXYZ,-30345,15722,314
$PGXYZ,7864,16069,-31457
$GPRMC,113440.000,A,5038.5573,N,00123.8244,W,0.00,0.00,120120,,,A*7F
$PAXYZ,-27866,15858,-19269
$PMXYZ,-20720,15723,31037
$PGXYZ,-5243,16113,28836
$PAXYZ,14027,15881,8526
$PMXYZ,-14785,15708,13631
$PGXYZ,-26214,16073,10486
$PAXYZ,-2113,15789,12642
$PMXYZ,31499,15706,13631
$PGXYZ,15729,16042,-5243
$PAXYZ,17779,15824,28597
$PMXYZ,14093,15712,-3774
$PGXYZ,-20971,16055,-18350
$GPRMC,113441.000,A,5038.5573,N,00123.8244,W,0.00,39.82,120120,,,A*4E
$PAXYZ,-27866,15858,4409
$PMXYZ,-24411,15707,13631
$PGXYZ,-5243,15985,-15729
$PAXYZ,5793,15875,13843
$PMXYZ,11849,15743,-5621
$PGXYZ,10486,16060,10486
$PAXYZ,-8961,15873,-27503
$PMXYZ,-17218,15744,-14324
$PGXYZ,10486,16060,28836
$PAXYZ,-15482,15878,-12749
$PMXYZ,21874,15705,11786
$PGXYZ,5243,15950,28836
$PAXYZ,-5536,15895,28597
$PMXYZ,2034,15747,-29486
$PGXYZ,-18350,16046,-31457
$GPRMC,113442.000,A,5038.5573,N,00123.8244,W,0.00,201.79,120120,,,A*70
$PAXYZ,8163,15856,19163
$PMXYZ,-32191,15714,-14324
$PGXYZ,26214,16134,0
$PAXYZ,30492,15765,-23386
$PMXYZ,17784,15728,-7466
$PGXYZ,-7864,16010,-2621
$PAXYZ,28780,15882,8526
$PMXYZ,-12939,15716,19567
$PGXYZ,-18350,16046,31457
$PAXYZ,24300,15819,32714
$PMXYZ,-3314,15717,1237
$PGXYZ,13107,15923,-20971
$GPRMC,113443.000,A,5038.5573,N,00123.8244,W,0.00,279.59,120120,,,A*7C
$PAXYZ,20547,15876,-31620
$PMXYZ,-3314,15717,22334
$PGXYZ,5243,15950,-31457
$PAXYZ,14355,15802,12642
$PMXYZ,378,15734,28270
$PGXYZ,-5243,16001,-15729
$PAXYZ,-8632,15794,-12749
$PMXYZ,14093,15712,-10234
$PGXYZ,10486,16060,15729
$PAXYZ,985,15891,-16866
$PMXYZ,25564,15721,-27641
$PGXYZ,0,16096,15729
$PAXYZ,27397,15792,-18069
$PMXYZ,21874,15705,314
$PGXYZ,15729,16042,-15729
$GPRMC,113444.000,A,5038.5573,N,00123.8244,W,0.01,206.30,120120,,,A*7D
$PAXYZ,14027,15881,-6227
$PMXYZ,-20720,15723,314
$PGXYZ,10486,16060,-13107
$PAXYZ,21204,15846,17960
$PMXYZ,27809,15690,314
$PGXYZ,26214,16006,-15729
$PAXYZ,-11401,15870,32714
$PMXYZ,27809,15690,31961
$PGXYZ,-7864,16010,-7864
$PAXYZ,11258,15829,12642
$PMXYZ,-20720,15723,-18014
$PGXYZ,-20971,16055,-23593
$GPRMC,113445.000,A,5038.5573,N,00123.8244,W,0.01,7.18,120120,,,A*75
$PAXYZ,-11401,15870,17960
$PMXYZ,-24411,15707,21412
$PGXYZ,5243,16078,31457
$PAXYZ,-22002,15883,27397
$PMXYZ,-32191,15714,-18937
$PGXYZ,10486,16060,18350
$PAXYZ,-31290,15836,-28705
$PMXYZ,-20720,15723,30115
$PGXYZ,13107,16051,31457
$PAXYZ,-8961,15873,-31620
$PMXYZ,-17029,15739,11786
$PGXYZ,7864,16069,-7864
$PAXYZ,-8305,15843,-3313
$PMXYZ,-8850,15693,-7466
$PGXYZ,-13107,16028,-15729
$GPRMC,113446.000,A,5038.5573,N,00123.8244,W,0.00,159.35,120120,,,A*72
$PAXYZ,5793,15875,23280
$PMXYZ,378,15734,29192
$PGXYZ,5243,16078,-23593
$PAXYZ,24628,15868,23280
$PMXYZ,-6669,15749,-7466
$PGXYZ,15729,16042,-31457
$PAXYZ,28780,15882,-7430
$PMXYZ,10402,15696,-7466
$PGXYZ,-26214,16073,26214
$PAXYZ,31149,15863,-12749
$PMXYZ,-22565,15715,-23949
$PGXYZ,18350,16033,28836
$GPRMC,113447.000,A,5038.5573,N,00123.8244,W,0.00,304.79,120120,,,A*71
$PAXYZ,-22002,15883,-22183
$PMXYZ,32758,15758,20489
$PGXYZ,5243,16078,13107
$PAXYZ,-27866,15858,13843
$PMXYZ,2621,15703,-2454
$PGXYZ,26214,16006,-31457
$PAXYZ,20547,15876,8526
$PMXYZ,27409,15729,-18014
$PGXYZ,-15729,16037,-13107
$PAXYZ,31149,15863,2004
$PMXYZ,14093,15712,21412
$PGXYZ,-5243,16001,10486
$PAXYZ,8163,15856,-2113
$PMXYZ,-15372,15752,21412
$PGXYZ,-23593,16064,15729
$GPRMC,113448.000,A,5038.5573,N,00123.8244,W,0.00,79.27,120120,,,A*4C
$PAXYZ,-28195,15809,-6227
$PMXYZ,21286,15749,-26717
$PGXYZ,-26214,16145,15729
$PAXYZ,31149,15863,12642
$PMXYZ,14093,15712,31037
$PGXYZ,-23593,16136,-13107
$PAXYZ,28780,15882,-31620
$PMXYZ,-18476,15692,-26717
$PGXYZ,31457,16100,7864
$PAXYZ,-4879,15865,-11547
$PMXYZ,-32191,15714,4006
$PGXYZ,20972,16024,26214
$GPRMC,113449.000,A,5038.5573,N,00123.8244,W,0.00,0.00,120120,,,A*76
$PAXYZ,8163,15856,32714
$PMXYZ,378,15734,30115
$PGXYZ,18350,15905,18350
$PAXYZ,21204,15846,-16866
$PMXYZ,-12939,15716,20489
$PGXYZ,-31457,16091,-13107
$PAXYZ,27724,15841,3207
$PMXYZ,-16631,15700,-7466
$PGXYZ,-5243,16129,10486
$PAXYZ,-11401,15870,27397
$PMXYZ,29256,15737,-8389
$PGXYZ,-20971,16055,-13107
$PAXYZ,-7248,15884,-22183
$PMXYZ,10003,15735,-27641
$PGXYZ,5243,15950,18350
$GPRMC,113450.000,A,5038.5573,N,00123.8244,W,0.00,322.07,120120,,,A*7A
$PAXYZ,-8961,15873,-16866
$PMXYZ,29256,15737,19567
$PGXYZ,15729,16042,5243
$PAXYZ,5793,15875,-28705
$PMXYZ,-22565,15715,-8389
$PGXYZ,7864,16141,-26214
$PAXYZ,-15153,15799,23280
$PMXYZ,12247,15704,27347
$PGXYZ,20972,16024,26214
$PAXYZ,-28523,15888,-22183
$PMXYZ,29989,15746,15875
$PGXYZ,-23593,16064,10486
$GPRMC,113451.000,A,5038.5573,N,00123.8244,W,0.01,339.40,120120,,,A*73
$PAXYZ,-15482,15878,15046
$PMXYZ,17784,15728,-16169
$PGXYZ,-7864,-17030,-7864
$PAXYZ,-14825,15848,4409
$PMXYZ,10003,15735,31037
$PGXYZ,20972,16024,-2621
$PAXYZ,-23714,15872,-11547
$PMXYZ,2223,15742,-25795
$PGXYZ,26214,15878,-7864
$PAXYZ,-15482,15878,-2113
$PMXYZ,-7402,15740,30115
$PGXYZ,23593,16127,-10486
$PAXYZ,8163,15856,-28705
$PMXYZ,12583,15752,-27641
$PGXYZ,26214,16118,-13107
$GPRMC,113452.000,A,5038.5573,N,00123.8244,W,0.01,357.28,120120,,,A*76
$PAXYZ,-24771,15831,8526
$PMXYZ,-11094,15724,2160
$PGXYZ,20972,15896,10486
$PAXYZ,-31290,15836,-6227
$PMXYZ,29256,15737,2160
$PGXYZ,10486,15932,5243
$PAXYZ,4738,15834,-16866
$PMXYZ,-11094,15724,28270
$PGXYZ,7864,16069,-2621
$PAXYZ,31149,15863,-3313
$PMXYZ,-26256,15699,20489
$PGXYZ,-13107,16028,-23593
$GPRMC,113453.000,A,5038.5573,N,00123.8244,W,0.00,56.03,120120,,,A*4D
$PAXYZ,7506,15886,-15664
$PMXYZ,20027,15697,-16169
$PGXYZ,-15729,16037,0
$PAXYZ,-8305,15843,2004
$PMXYZ,-18874,15731,-4697
$PGXYZ,18350,15905,-7864
$PAXYZ,-30235,15877,32714
$PMXYZ,20363,15745,-608
$PGXYZ,13107,16051,-10486
$PAXYZ,31149,15863,-19269
$PMXYZ,-24411,15707,-15246
$PGXYZ,-2621,15848,20972
$PAXYZ,-11401,15870,-24588
$PMXYZ,-18874,15731,-23027
$PGXYZ,2622,16087,-18350
$GPRMC,113454.000,A,5038.5573,N,00123.8244,W,0.00,226.01,120120,,,A*7D
$PAXYZ,4738,15834,3207
$PMXYZ,-28500,15730,-4697
$PGXYZ,-13107,16028,-13107
$PAXYZ,-31290,15836,-31620
$PMXYZ,-26655,15738,4006
$PGXYZ,10486,16060,-15729
$PAXYZ,11258,15829,15046
$PMXYZ,-32191,15714,12709
$PGXYZ,10486,15932,-31457
$PAXYZ,4738,15834,13843
$PMXYZ,-5159,15709,-26717
$PGXYZ,-7864,16122,20972
$GPRMC,113455.000,A,5038.5573,N,00123.8243,W,0.00,287.36,120120,,,D*71
$PAXYZ,17779,15824,32714
$PMXYZ,27409,15729,6249
$PGXYZ,-7864,16122,13107
$PAXYZ,-728,15879,22077
$PMXYZ,-22565,15715,-7466
$PGXYZ,2622,16087,-20971
$PAXYZ,-8961,15873,-910
$PMXYZ,-29947,15683,17721
$PGXYZ,26214,16006,-5243
$PAXYZ,-4879,15865,-26300
$PMXYZ,23719,15713,30115
$PGXYZ,-2621,15976,18350
$PAXYZ,-4879,15865,-6227
$PMXYZ,21874,15705,-18937
$PGXYZ,23593,15503,2622
$GPRMC,113456.000,A,5038.5573,N,00123.8243,W,0.00,297.47,120120,,,D*75
$PAXYZ,-13769,15889,6121
$PMXYZ,-12541,15677,21412
$PGXYZ,20972,16024,-31457
$PAXYZ,28780,15882,-10344
$PMXYZ,23719,15713,-21706
$PGXYZ,-15729,16037,13107
$PAXYZ,4738,15834,3207
$PMXYZ,12247,15704,9941
$PGXYZ,18350,15905,26214
$PAXYZ,-31290,15836,-16866
$PMXYZ,-7591,15745,314
$PGXYZ,0,16096,23593
$GPRMC,113457.000,A,5038.5573,N,00123.8243,W,0.00,291.10,120120,,,D*70
$PAXYZ,27724,15841,-6227
$PMXYZ,-7402,15740,-28563
$PGXYZ,2622,16087,20972
$PAXYZ,-15482,15878,-22183
$PMXYZ,-17218,15744,-19860
$PGXYZ,2622,16087,0
$PAXYZ,17451,15903,-10344
$PMXYZ,-7004,15701,11786
$PGXYZ,-31457,16091,-2621
$PAXYZ,-23714,15872,19163
$PMXYZ,15939,15720,1237
$PGXYZ,2622,15959,-5243
$PAXYZ,24628,15868,19163
$PMXYZ,-3314,15717,-21307
$PGXYZ,5243,16078,28836
$GPRMC,113458.000,A,5038.5572,N,00123.8243,W,0.00,316.93,120120,,,D*7B
$PAXYZ,-14825,15848,24482
$PMXYZ,-5159,15709,21412
$PGXYZ,-15729,16037,10486
$PAXYZ,21204,15846,4409
$PMXYZ,-5159,15709,4929
$PGXYZ,20972,15896,0
$PAXYZ,-18249,15826,-16866
$PMXYZ,-7591,15745,16799
$PGXYZ,-2621,15848,7864
$PAXYZ,1641,15861,23280
$PMXYZ,31499,15706,-26717
$PGXYZ,13107,16051,23593
$GPRMC,113459.000,A,5038.5572,N,00123.8243,W,0.00,0.00,120120,,,D*74
$PAXYZ,-21674,15804,-7430
$PMXYZ,-18874,15731,3083
$PGXYZ,-26214,16073,-5243
$PAXYZ,-12057,15900,27397
$PMXYZ,25564,15721,29192
$PGXYZ,28836,16109,15729
$PAXYZ,-28523,15888,26194
$PMXYZ,-22167,15676,4006
$PGXYZ,-7864,15738,28836
$PAXYZ,-5208,15816,-20983
$PMXYZ,31499,15706,1237
$PGXYZ,-15729,16037,-23593
$PAXYZ,8163,15856,-22183
$PMXYZ,-28500,15730,23257
$PGXYZ,-10486,-16379,-13107
$GPRMC,113500.000,A,5038.5572,N,00123.8243,W,0.00,162.59,120120,,,D*70
$PAXYZ,-728,15879,-26300
$PMXYZ,-22565,15715,18644
$PGXYZ,-18350,16046,-15729
$PAXYZ,30492,15893,-31620
$PMXYZ,31499,15706,-9311
$PGXYZ,-7864,16010,0
$PAXYZ,-8632,15794,31513
$PMXYZ,-16295,15748,9017
$PGXYZ,2622,15959,7864
$PAXYZ,-11401,15870,11441
$PMXYZ,-28500,15730,20489
$PGXYZ,-20971,16055,-26214
$GPRMC,113501.000,A,5038.5571,N,00123.8243,W,0.00,149.22,120120,,,D*77
$PAXYZ,-4879,15865,-26300
$PMXYZ,378,15734,-1531
$PGXYZ,2622,16087,-26214
$PAXYZ,1641,15861,3207
$PMXYZ,18182,15689,25502
$PGXYZ,-23593,16064,18350
$PAXYZ,-5536,15895,-19269
$PMXYZ,12247,15704,-4299
$PGXYZ,-7864,15994,-20971
$PAXYZ,-21346,15853,3207
$PMXYZ,-22565,15715,19567
$PGXYZ,23593,15631,23593
$PAXYZ,24628,15868,-7430
$PMXYZ,8158,15727,9017
$PGXYZ,10486,16132,-23593
$GPRMC,113502.000,A,5038.5571,N,00123.8242,W,0.00,143.82,120120,,,D*75
$PAXYZ,15738,15892,-15664
$PMXYZ,10003,15735,314
$PGXYZ,31457,16100,31457
$PAXYZ,27724,15841,15046
$PMXYZ,27409,15729,-3774
$PGXYZ,20972,16024,13107
$PAXYZ,-399,15928,28597
$PMXYZ,-22565,15715,-9311
$PGXYZ,-10486,16147,31457
$PAXYZ,-5536,15895,23280
$PMXYZ,-18874,15731,4006
$PGXYZ,31457,16100,26214
$GPRMC,113503.000,A,5038.5571,N,00123.8242,W,0.00,161.18,120120,,,D*77
$PAXYZ,31149,15863,-26300
$PMXYZ,-20720,15723,-26717
$PGXYZ,7864,15941,23593
$PAXYZ,-11401,15870,9729
$PMXYZ,-20720,15723,-18014
$PGXYZ,5243,15950,10486
$PAXYZ,-8961,15873,-27503
$PMXYZ,23719,15713,-17092
$PGXYZ,0,16096,10486
$PAXYZ,17779,15824,32714
$PMXYZ,29654,15698,19567
$PGXYZ,5243,15950,-26214
$PAXYZ,-20290,15894,12642
$PMXYZ,25564,15721,-608
$PGXYZ,15729,16042,-7864
$GPRMC,113504.000,A,5038.5570,N,00123.8242,W,0.01,193.61,120120,,,D*73
$PAXYZ,8163,15856,-23386
$PMXYZ,10003,15735,25502
$PGXYZ,2622,16087,18350
$PAXYZ,-14825,15848,7324
$PMXYZ,-17218,15744,-7466
$PGXYZ,2622,15831,26214
$PAXYZ,-4879,15865,-10344
$PMXYZ,6313,15719,19567
$PGXYZ,15729,16042,-15729
$PAXYZ,-8961,15873,27397
$PMXYZ,27409,15729,1237
$PGXYZ,20972,16152,15729
$GPRMC,113505.000,A,5038.5570,N,00123.8242,W,0.01,182.76,120120,,,D*74
$PAXYZ,24628,15868,-11547
$PMXYZ,-22565,15715,-27641
$PGXYZ,-13107,16028,-2621
$PAXYZ,8163,15856,3207
$PMXYZ,-11094,15724,28270
$PGXYZ,18350,15905,0
$PAXYZ,-23386,15921,8526
$PMXYZ,23719,15713,-8389
$PGXYZ,13107,-17101,23593
$PAXYZ,-4879,15865,-910
$PMXYZ,20027,15697,26424
$PGXYZ,10486,16060,0
$PAXYZ,-2113,15789,-31620
$PMXYZ,20363,15745,31961
$PGXYZ,20972,16394,-31457
$GPRMC,113506.000,A,5038.5570,N,00123.8241,W,0.01,159.27,120120,,,D*76
$PAXYZ,31149,15863,-16866
$PMXYZ,-11094,15724,29192
$PGXYZ,-20971,16055,23593
$PAXYZ,-10344,15911,24482
$PMXYZ,-12939,15716,29192
$PGXYZ,26214,16006,-2621
$PAXYZ,-30235,15877,23280
$PMXYZ,-18476,15692,-26717
$PGXYZ,20972,15896,26214
$PAXYZ,-31290,15836,-910
$PMXYZ,-30345,15722,9941
$PGXYZ,10486,16132,18350
$GPRMC,113507.000,A,5038.5569,N,00123.8241,W,0.01,160.25,120120,,,D*77
$PAXYZ,24628,15868,-16866
$PMXYZ,-28500,15730,8095
$PGXYZ,23593,16127,10486
$PAXYZ,24628,15868,7324
$PMXYZ,27409,15729,3083
$PGXYZ,-10486,16147,5243
$PAXYZ,-30235,15877,-16866
$PMXYZ,12247,15704,21412
$PGXYZ,10486,16060,-20971
$PAXYZ,-23714,15872,-20983
$PMXYZ,-17029,15739,-13401
$PGXYZ,10486,15932,-20971
$PAXYZ,15738,15892,28597
$PMXYZ,-20720,15723,19567
$PGXYZ,-7864,16010,10486
$GPRMC,113508.000,A,5038.5569,N,00123.8241,W,0.01,46.12,120120,,,D*49
$PAXYZ,-31290,15836,-6227
$PMXYZ,-22565,15715,-23027
$PGXYZ,-2621,15976,2622
$PAXYZ,15738,15892,-7430
$PMXYZ,29256,15737,23257
$PGXYZ,-7864,16122,-10486
$PAXYZ,-1783,15838,-15664
$PMXYZ,378,15734,-27641
$PGXYZ,-31457,16091,-23593
$PAXYZ,5793,15875,23280
$PMXYZ,29256,15737,20489
$PGXYZ,5243,16078,15729
$GPRMC,113509.000,A,5038.5568,N,00123.8240,W,0.01,59.99,120120,,,D*45
$PAXYZ,-8961,15873,-7430
$PMXYZ,378,15734,-9311
$PGXYZ,15729,16042,2622
$PAXYZ,-31290,15836,-910
$PMXYZ,-28500,15730,-29486
$PGXYZ,0,16168,-7864
$PAXYZ,31149,15863,-16866
$PMXYZ,6313,15719,-9311
$PGXYZ,18350,16033,-10486
$PAXYZ,-8961,15873,27397
$PMXYZ,-16631,15700,-28563
$PGXYZ,10486,16060,-15729
$PAXYZ,-4879,15865,-30417
$PMXYZ,-32191,15714,-19860
$PGXYZ,-7864,16010,-26214
$PAXYZ,-28523,15888,-5027
$PMXYZ,-28500,15730,2160
$PGXYZ,23593,15503,26214
$PAXYZ,-14825,15848,17960
$PMXYZ,-7004,15701,11786
$PGXYZ,26214,16118,26214
$GPRMC,113510.000,A,5038.5568,N,00123.8240,W,0.01,19.28,120120,,,D*43
$PAXYZ,-13769,15889,-22183
$PMXYZ,29654,15698,18644
$PGXYZ,18350,16033,-2621
$PAXYZ,31149,15863,-6227
$PMXYZ,-28500,15730,-18014
$PGXYZ,-18350,16046,-20971
$PAXYZ,8163,15856,32714
$PMXYZ,31499,15706,9941
$PGXYZ,5243,16078,2621
$PAXYZ,-15482,15878,22077
$PMXYZ,-5159,15709,-11156
$PGXYZ,26214,15878,0
$GPRMC,113511.000,A,5038.5568,N,00123.8240,W,0.01,25.02,120120,,,D*45
$PAXYZ,30821,15814,-15664
$PMXYZ,4467,15711,-31331
$PGXYZ,0,15968,2621
$PAXYZ,-1783,15838,29799
$PMXYZ,10003,15735,-26717
$PGXYZ,0,16096,-28836
$PAXYZ,-21346,15853,-910
$PMXYZ,-24411,15707,-18014
$PGXYZ,-13107,16028,20972
$PAXYZ,-11401,15870,-2113
$PMXYZ,-28500,15730,10864
$PGXYZ,-15729,16037,31457
$PAXYZ,-11401,15870,-27503
$PMXYZ,20363,15745,18644
$PGXYZ,13107,16051,18350
$GPRMC,113512.000,A,5038.5568,N,00123.8239,W,0.01,160.73,120120,,,D*7E
$PAXYZ,27724,15841,19163
$PMXYZ,31499,15706,4929
$PGXYZ,26214,16134,-23593
$PAXYZ,-30235,15877,-2113
$PMXYZ,-26655,15738,19567
$PGXYZ,5243,16078,26214
$PAXYZ,8163,15856,-2113
$PMXYZ,-12939,15716,30115
$PGXYZ,2622,16087,31457
$PAXYZ,14027,15881,2004
$PMXYZ,-16631,15700,13631
$PGXYZ,2622,15575,31457
$GPRMC,113513.000,A,5038.5567,N,00123.8239,W,0.01,155.16,120120,,,D*75
$PAXYZ,-31290,15836,-18069
$PMXYZ,6313,15719,-17092
$PGXYZ,20972,16024,26214
$PAXYZ,21204,15846,4409
$PMXYZ,23719,15713,-26717
$PGXYZ,-5243,16001,-31457
$PAXYZ,14027,15881,-910
$PMXYZ,4865,15672,31961
$PGXYZ,2622,16087,31457
$PAXYZ,-27866,15858,4409
$PMXYZ,10003,15735,9941
$PGXYZ,23593,16015,-2621
$PAXYZ,1641,15861,-31620
$PMXYZ,-18476,15692,-32652
$PGXYZ,18350,15777,7864
$GPRMC,113514.000,A,5038.5567,N,00123.8239,W,0.01,182.50,120120,,,D*7A
$PAXYZ,14682,15851,13843
$PMXYZ,-7004,15701,1237
$PGXYZ,0,16168,-7864
$PAXYZ,-14825,15848,-30417
$PMXYZ,-14785,15708,19567
$PGXYZ,5243,16078,0
$PAXYZ,21204,15846,-12749
$PMXYZ,21874,15705,31961
$PGXYZ,26214,16006,-26214
$PAXYZ,-7248,15884,17960
$PMXYZ,31499,15706,-17092
$PGXYZ,-5243,16001,13107
$GPRMC,113515.000,A,5038.5566,N,00123.8239,W,0.01,166.22,120120,,,D*75
$PAXYZ,22259,15887,-30417
$PMXYZ,776,15695,-24872
$PGXYZ,31457,16100,-2621
$PAXYZ,20547,15876,32714
$PMXYZ,12247,15704,24181
$PGXYZ,-28836,16082,15729
$PAXYZ,14682,15851,-11547
$PMXYZ,-3314,15717,-6543
$PGXYZ,13107,16051,-5243
$PAXYZ,8163,15856,19163
$PMXYZ,23719,15713,-13401
$PGXYZ,-2621,16104,-15729
$PAXYZ,-23714,15872,28597
$PMXYZ,-3314,15717,-27641
$PGXYZ,10486,16132,7864
$GPRMC,113516.000,A,5038.5566,N,00123.8239,W,0.00,171.15,120120,,,D*75
$PAXYZ,-8961,15873,8526
$PMXYZ,10003,15735,-24872
$PGXYZ,0,16096,-28836
$PAXYZ,-15482,15878,19163
$PMXYZ,-22565,15715,9941
$PGXYZ,26214,16006,18350
$PAXYZ,4738,15834,20365
$PMXYZ,-14450,15756,30115
$PGXYZ,13107,16051,10486
$PAXYZ,21204,15846,-7430
$PMXYZ,-16295,15748,13631
$PGXYZ,-7864,16138,-7864
$GPRMC,113517.000,A,5038.5566,N,00123.8239,W,0.00,0.00,120120,,,D*77
$PAXYZ,24300,15819,7324
$PMXYZ,-11094,15724,-26717
$PGXYZ,7864,15813,-5243
$PAXYZ,8163,15856,13843
$PMXYZ,27409,15729,2160
$PGXYZ,23593,16143,13107
$PAXYZ,27724,15841,-22183
$PMXYZ,-26655,15738,-17092
$PGXYZ,20972,16024,26214
$PAXYZ,-27866,15858,13843
$PMXYZ,-5159,15709,-28563
$PGXYZ,-5243,16129,-31457
$PAXYZ,21204,15846,27397
$PMXYZ,-12939,15716,11786
$PGXYZ,18350,16033,10486
$GPRMC,113518.000,A,5038.5566,N,00123.8238,W,0.00,177.30,120120,,,D*7B
$PAXYZ,24628,15868,8526
$PMXYZ,-22565,15715,11786
$PGXYZ,23593,16015,-15729
$PAXYZ,21204,15846,25684
$PMXYZ,6313,15719,-5621
$PGXYZ,-2621,15976,-15729
$PAXYZ,8163,15856,-31620
$PMXYZ,29654,15698,20489
$PGXYZ,-20971,16055,31457
$PAXYZ,-8961,15873,17960
$PMXYZ,23719,15713,-32652
$PGXYZ,7864,15813,-2621
$PAXYZ,5793,15875,29799
$PMXYZ,-14785,15708,-26717
$PGXYZ,31457,16100,20972
$GPRMC,113519.000,A,5038.5566,N,00123.8238,W,0.00,170.15,120120,,,D*7A
$PAXYZ,-20290,15894,-2113
$PMXYZ,-32191,15714,-7466
$PGXYZ,-20971,16055,-31457
$PAXYZ,20875,15797,9729
$PMXYZ,20027,15697,4929
$PGXYZ,31457,16100,18350
$PAXYZ,-8305,15843,-910
$PMXYZ,-1069,15686,314
$PGXYZ,0,16096,-26214
$PAXYZ,-31290,15836,-18069
$PMXYZ,-26256,15699,20489
$PGXYZ,20972,15896,10486
$GPRMC,113520.000,A,5038.5566,N,00123.8238,W,0.01,153.61,120120,,,D*73
$PAXYZ,-11401,15870,-30417
$PMXYZ,-20720,15723,13631
$PGXYZ,-26214,16073,10486
$PAXYZ,7506,15886,-23386
$PMXYZ,-5159,15709,-5621
$PGXYZ,-5243,16001,28836
$PAXYZ,-11401,15870,-3313
$PMXYZ,-32191,15714,-11555
$PGXYZ,-7864,16010,31457
$PAXYZ,1641,15861,3207
$PMXYZ,8158,15727,-24872
$PGXYZ,23593,15887,0
$PAXYZ,20875,15797,4409
$PMXYZ,25564,15721,16399
$PGXYZ,-5243,15985,-2621
$GPRMC,113521.000,A,5038.5565,N,00123.8238,W,0.00,309.84,120120,,,D*76
$PAXYZ,5793,15875,8526
$PMXYZ,4467,15711,-5621
$PGXYZ,20972,16024,15729
$PAXYZ,14355,15802,23280
$PMXYZ,29654,15698,-23949
$PGXYZ,-15729,16037,20972
$PAXYZ,31149,15863,-16866
$PMXYZ,-11094,15724,22334
$PGXYZ,28836,16109,13107
$PAXYZ,-30235,15877,9729
$PMXYZ,-30345,15722,2160
$PGXYZ,-5243,15985,0
$GPRMC,113522.000,A,5038.5565,N,00123.8237,W,0.00,0.00,120120,,,D*7C
$PAXYZ,24300,15819,28597
$PMXYZ,-20720,15723,31961
$PGXYZ,-31457,16091,7864
$PAXYZ,4738,15834,32714
$PMXYZ,-17218,15744,28270
$PGXYZ,-5243,16001,-15729
$PAXYZ,-22002,15883,-29908
$PMXYZ,29256,15737,21412
$PGXYZ,5243,15950,23593
$PAXYZ,31149,15863,-12749
$PMXYZ,-12939,15716,-5621
$PGXYZ,-2621,15848,28836
$PAXYZ,-4879,15865,-12749
$PMXYZ,31499,15706,31961
